school_id,class_id,legacy_student_id,attend_date,notes
110,31,11002889,20140210,LEGACY
110,31,11002889,20140211,LEGACY
110,29,11002889,20140211,LEGACY
110,29,11002889,20140212,LEGACY
110,29,11002889,20140212,LEGACY
110,31,11002889,20140212,LEGACY
110,30,11002889,20140212,LEGACY
110,31,11002889,20140214,LEGACY
110,29,11002889,20140214,LEGACY
110,31,11002889,20140215,LEGACY
110,29,11002889,20140215,LEGACY
110,29,11002889,20140217,LEGACY
110,29,11002889,20140217,LEGACY
110,30,11002889,20140217,LEGACY
110,31,11002889,20140217,LEGACY
110,31,11002889,20140218,LEGACY
110,29,11002889,20140218,LEGACY
110,29,11002889,20140219,LEGACY
110,29,11002889,20140219,LEGACY
110,31,11002889,20140219,LEGACY
110,30,11002889,20140219,LEGACY
110,30,11002889,20140220,LEGACY
110,29,11002889,20140220,LEGACY
110,29,11002889,20140221,LEGACY
110,31,11002889,20140221,LEGACY
110,31,11002889,20140222,LEGACY
110,29,11002889,20140222,LEGACY
110,29,11002889,20140224,LEGACY
110,29,11002889,20140224,LEGACY
110,30,11002889,20140224,LEGACY
110,31,11002889,20140224,LEGACY
110,31,11002889,20140225,LEGACY
110,29,11002889,20140225,LEGACY
110,29,11002889,20140226,LEGACY
110,30,11002889,20140226,LEGACY
110,29,11002889,20140226,LEGACY
110,31,11002889,20140226,LEGACY
110,30,11002889,20140226,LEGACY
110,30,11003016,20131223,LEGACY
110,31,11003016,20131223,LEGACY
110,31,11003016,20140103,LEGACY
110,31,11003016,20140114,LEGACY
110,29,11003119,20131221,LEGACY
110,29,11003119,20131223,LEGACY
110,29,11003119,20131226,LEGACY
110,29,11003119,20131230,LEGACY
110,29,11003119,20140108,LEGACY
110,29,11003257,20131106,LEGACY
110,29,11003257,20131111,LEGACY
110,29,11003257,20131116,LEGACY
110,29,11003257,20131202,LEGACY
110,29,11003257,20131207,LEGACY
110,29,11003257,20131209,LEGACY
110,31,11003463,20131102,LEGACY
110,29,11003463,20131102,LEGACY
110,29,11003463,20131104,LEGACY
110,30,11003463,20131104,LEGACY
110,31,11003463,20131104,LEGACY
110,31,11003463,20131105,LEGACY
110,29,11003463,20131105,LEGACY
110,29,11003463,20131106,LEGACY
110,31,11003463,20131106,LEGACY
110,30,11003463,20131106,LEGACY
110,30,11003463,20131107,LEGACY
110,29,11003463,20131107,LEGACY
110,29,11003463,20131118,LEGACY
110,31,11003463,20131118,LEGACY
110,30,11003463,20131119,LEGACY
110,31,11003463,20131119,LEGACY
110,29,11003463,20131119,LEGACY
110,29,11003463,20131120,LEGACY
110,31,11003463,20131120,LEGACY
110,30,11003463,20131120,LEGACY
110,30,11003463,20131121,LEGACY
110,29,11003463,20131121,LEGACY
110,31,11003463,20131123,LEGACY
110,29,11003463,20131123,LEGACY
110,29,11003463,20131125,LEGACY
110,31,11003463,20131125,LEGACY
110,30,11003463,20131126,LEGACY
110,31,11003463,20131126,LEGACY
110,29,11003463,20131126,LEGACY
110,29,11003463,20131127,LEGACY
110,31,11003463,20131127,LEGACY
110,30,11003463,20131127,LEGACY
110,31,11003463,20131130,LEGACY
110,29,11003463,20131130,LEGACY
110,29,11003463,20131202,LEGACY
110,30,11003463,20131202,LEGACY
110,31,11003463,20131202,LEGACY
110,31,11003463,20131203,LEGACY
110,29,11003463,20131203,LEGACY
110,29,11003463,20131204,LEGACY
110,31,11003463,20131204,LEGACY
110,30,11003463,20131205,LEGACY
110,29,11003463,20131205,LEGACY
110,29,11003463,20131206,LEGACY
110,31,11003463,20131207,LEGACY
110,29,11003463,20131207,LEGACY
110,29,11003463,20131209,LEGACY
110,30,11003463,20131209,LEGACY
110,31,11003463,20131209,LEGACY
110,29,11003463,20131211,LEGACY
110,31,11003463,20131211,LEGACY
110,30,11003463,20131212,LEGACY
110,29,11003463,20131212,LEGACY
110,29,11003463,20131213,LEGACY
110,31,11003463,20131214,LEGACY
110,29,11003463,20131214,LEGACY
110,29,11003463,20131216,LEGACY
110,30,11003463,20131216,LEGACY
110,31,11003463,20131216,LEGACY
110,29,11003463,20131218,LEGACY
110,31,11003463,20131218,LEGACY
110,30,11003463,20131218,LEGACY
110,30,11003463,20131219,LEGACY
110,29,11003463,20131219,LEGACY
110,31,11003463,20131221,LEGACY
110,29,11003463,20131221,LEGACY
110,29,11003463,20131223,LEGACY
110,30,11003463,20131223,LEGACY
110,31,11003463,20131223,LEGACY
110,30,11003463,20131226,LEGACY
110,29,11003463,20131226,LEGACY
110,31,11003463,20131228,LEGACY
110,29,11003463,20131228,LEGACY
110,29,11003463,20131230,LEGACY
110,30,11003463,20131230,LEGACY
110,31,11003463,20131230,LEGACY
110,29,11003463,20140103,LEGACY
110,31,11003463,20140104,LEGACY
110,29,11003463,20140104,LEGACY
110,29,11003463,20140106,LEGACY
110,30,11003463,20140106,LEGACY
110,31,11003463,20140106,LEGACY
110,31,11003463,20140107,LEGACY
110,29,11003463,20140107,LEGACY
110,29,11003463,20140108,LEGACY
110,31,11003463,20140108,LEGACY
110,30,11003463,20140108,LEGACY
110,31,11003463,20140111,LEGACY
110,29,11003463,20140111,LEGACY
110,29,11003463,20140113,LEGACY
110,30,11003463,20140113,LEGACY
110,31,11003463,20140113,LEGACY
110,31,11003463,20140114,LEGACY
110,29,11003463,20140114,LEGACY
110,29,11003463,20140115,LEGACY
110,31,11003463,20140115,LEGACY
110,30,11003463,20140115,LEGACY
110,31,11003463,20140118,LEGACY
110,29,11003463,20140118,LEGACY
110,29,11003463,20140120,LEGACY
110,30,11003463,20140120,LEGACY
110,31,11003463,20140120,LEGACY
110,31,11003463,20140125,LEGACY
110,29,11003463,20140125,LEGACY
110,29,11003463,20140127,LEGACY
110,30,11003463,20140127,LEGACY
110,31,11003463,20140127,LEGACY
110,31,11003463,20140128,LEGACY
110,29,11003463,20140128,LEGACY
110,29,11003463,20140129,LEGACY
110,31,11003463,20140129,LEGACY
110,30,11003463,20140129,LEGACY
110,29,11003463,20140131,LEGACY
110,31,11003463,20140131,LEGACY
110,31,11003463,20140201,LEGACY
110,29,11003463,20140201,LEGACY
110,31,11003463,20140204,LEGACY
110,29,11003463,20140204,LEGACY
110,29,11003463,20140207,LEGACY
110,31,11003463,20140208,LEGACY
110,29,11003463,20140208,LEGACY
110,29,11003463,20140210,LEGACY
110,30,11003463,20140210,LEGACY
110,31,11003463,20140210,LEGACY
110,31,11003463,20140211,LEGACY
110,29,11003463,20140211,LEGACY
110,29,11003463,20140212,LEGACY
110,31,11003463,20140212,LEGACY
110,30,11003463,20140212,LEGACY
110,31,11003463,20140214,LEGACY
110,29,11003463,20140214,LEGACY
110,31,11003463,20140215,LEGACY
110,29,11003463,20140215,LEGACY
110,31,11003463,20140218,LEGACY
110,29,11003463,20140218,LEGACY
110,29,11003463,20140219,LEGACY
110,31,11003463,20140219,LEGACY
110,29,11003463,20140224,LEGACY
110,30,11003463,20140224,LEGACY
110,31,11003463,20140224,LEGACY
110,31,11003463,20140225,LEGACY
110,29,11003463,20140225,LEGACY
110,29,11003463,20140226,LEGACY
110,31,11003463,20140226,LEGACY
110,30,11003463,20140226,LEGACY
110,31,11003804,20131104,LEGACY
110,31,11003804,20131106,LEGACY
110,31,11003804,20131118,LEGACY
110,31,11003804,20131120,LEGACY
110,31,11003804,20131125,LEGACY
110,31,11003804,20131127,LEGACY
110,31,11003804,20131209,LEGACY
110,31,11003804,20131211,LEGACY
110,31,11003804,20131216,LEGACY
110,31,11003804,20131218,LEGACY
110,31,11003804,20140108,LEGACY
110,31,11003804,20140113,LEGACY
110,31,11003804,20140122,LEGACY
110,31,11003804,20140127,LEGACY
110,31,11003804,20140210,LEGACY
110,31,11003804,20140212,LEGACY
110,31,11003804,20140224,LEGACY
110,31,11003804,20140226,LEGACY
110,31,11003805,20131102,LEGACY
110,31,11003805,20131105,LEGACY
110,31,11003805,20131116,LEGACY
110,29,11003805,20131118,LEGACY
110,31,11003805,20131119,LEGACY
110,31,11003805,20131123,LEGACY
110,31,11003805,20131126,LEGACY
110,29,11003805,20131130,LEGACY
110,31,11003805,20131207,LEGACY
110,29,11003805,20131211,LEGACY
110,29,11003805,20131213,LEGACY
110,31,11003805,20131214,LEGACY
110,29,11003805,20131223,LEGACY
110,29,11003805,20131230,LEGACY
110,31,11003805,20140104,LEGACY
110,31,11003805,20140107,LEGACY
110,31,11003805,20140111,LEGACY
110,31,11003805,20140114,LEGACY
110,29,11003805,20140117,LEGACY
110,31,11003805,20140118,LEGACY
110,29,11003805,20140123,LEGACY
110,31,11003805,20140125,LEGACY
110,31,11003805,20140128,LEGACY
110,29,11003805,20140130,LEGACY
110,31,11003805,20140201,LEGACY
110,31,11003805,20140204,LEGACY
110,31,11003805,20140208,LEGACY
110,31,11003805,20140211,LEGACY
110,31,11003805,20140215,LEGACY
110,31,11003805,20140218,LEGACY
110,31,11003805,20140222,LEGACY
110,31,11003805,20140225,LEGACY
110,29,11003841,20131105,LEGACY
110,29,11003841,20131211,LEGACY
110,29,11003841,20131221,LEGACY
110,29,11003841,20131226,LEGACY
110,29,11003841,20131230,LEGACY
110,29,11003841,20140107,LEGACY
110,29,11003841,20140109,LEGACY
110,29,11003841,20140114,LEGACY
110,29,11003841,20140122,LEGACY
110,29,11003841,20140123,LEGACY
110,29,11003841,20140125,LEGACY
110,29,11003841,20140208,LEGACY
110,29,11003841,20140217,LEGACY
110,29,11003841,20140218,LEGACY
110,29,11003841,20140220,LEGACY
110,29,11003841,20140222,LEGACY
110,29,11003841,20140226,LEGACY
110,29,11004069,20131104,LEGACY
110,29,11004069,20131106,LEGACY
110,29,11004196,20131101,LEGACY
110,31,11004196,20131102,LEGACY
110,29,11004196,20131104,LEGACY
110,30,11004196,20131104,LEGACY
110,31,11004196,20131104,LEGACY
110,31,11004196,20131105,LEGACY
110,29,11004196,20131105,LEGACY
110,29,11004196,20131106,LEGACY
110,31,11004196,20131106,LEGACY
110,30,11004196,20131106,LEGACY
110,30,11004196,20131107,LEGACY
110,29,11004196,20131107,LEGACY
110,31,11004196,20131116,LEGACY
110,29,11004196,20131116,LEGACY
110,29,11004196,20131118,LEGACY
110,31,11004196,20131118,LEGACY
110,30,11004196,20131119,LEGACY
110,31,11004196,20131119,LEGACY
110,29,11004196,20131119,LEGACY
110,29,11004196,20131120,LEGACY
110,31,11004196,20131120,LEGACY
110,30,11004196,20131120,LEGACY
110,30,11004196,20131121,LEGACY
110,29,11004196,20131121,LEGACY
110,31,11004196,20131123,LEGACY
110,29,11004196,20131123,LEGACY
110,29,11004196,20131125,LEGACY
110,31,11004196,20131125,LEGACY
110,30,11004196,20131126,LEGACY
110,31,11004196,20131126,LEGACY
110,29,11004196,20131126,LEGACY
110,29,11004196,20131127,LEGACY
110,31,11004196,20131127,LEGACY
110,30,11004196,20131127,LEGACY
110,31,11004196,20131130,LEGACY
110,29,11004196,20131130,LEGACY
110,29,11004196,20131202,LEGACY
110,30,11004196,20131202,LEGACY
110,31,11004196,20131202,LEGACY
110,31,11004196,20131203,LEGACY
110,29,11004196,20131203,LEGACY
110,29,11004196,20131204,LEGACY
110,31,11004196,20131204,LEGACY
110,30,11004196,20131204,LEGACY
110,30,11004196,20131205,LEGACY
110,29,11004196,20131205,LEGACY
110,29,11004196,20131206,LEGACY
110,31,11004196,20131206,LEGACY
110,31,11004196,20131207,LEGACY
110,29,11004196,20131209,LEGACY
110,30,11004196,20131209,LEGACY
110,31,11004196,20131209,LEGACY
110,29,11004196,20131211,LEGACY
110,31,11004196,20131211,LEGACY
110,30,11004196,20131211,LEGACY
110,30,11004196,20131212,LEGACY
110,29,11004196,20131212,LEGACY
110,29,11004196,20131213,LEGACY
110,31,11004196,20131214,LEGACY
110,29,11004196,20131214,LEGACY
110,29,11004196,20131216,LEGACY
110,30,11004196,20131216,LEGACY
110,31,11004196,20131216,LEGACY
110,29,11004196,20131218,LEGACY
110,31,11004196,20131218,LEGACY
110,30,11004196,20131218,LEGACY
110,30,11004196,20131219,LEGACY
110,29,11004196,20131219,LEGACY
110,31,11004196,20131221,LEGACY
110,29,11004196,20131223,LEGACY
110,30,11004196,20131223,LEGACY
110,31,11004196,20131223,LEGACY
110,30,11004196,20131226,LEGACY
110,29,11004196,20131226,LEGACY
110,31,11004196,20131228,LEGACY
110,29,11004196,20131228,LEGACY
110,29,11004196,20131230,LEGACY
110,30,11004196,20131230,LEGACY
110,31,11004196,20131230,LEGACY
110,29,11004196,20140103,LEGACY
110,31,11004196,20140104,LEGACY
110,29,11004196,20140104,LEGACY
110,29,11004196,20140106,LEGACY
110,30,11004196,20140106,LEGACY
110,31,11004196,20140106,LEGACY
110,31,11004196,20140107,LEGACY
110,29,11004196,20140107,LEGACY
110,29,11004196,20140108,LEGACY
110,31,11004196,20140108,LEGACY
110,30,11004196,20140108,LEGACY
110,30,11004196,20140109,LEGACY
110,29,11004196,20140109,LEGACY
110,31,11004196,20140111,LEGACY
110,29,11004196,20140113,LEGACY
110,30,11004196,20140113,LEGACY
110,31,11004196,20140113,LEGACY
110,31,11004196,20140114,LEGACY
110,29,11004196,20140114,LEGACY
110,29,11004196,20140115,LEGACY
110,31,11004196,20140115,LEGACY
110,30,11004196,20140115,LEGACY
110,31,11004196,20140118,LEGACY
110,29,11004196,20140118,LEGACY
110,29,11004196,20140120,LEGACY
110,30,11004196,20140120,LEGACY
110,31,11004196,20140120,LEGACY
110,29,11004196,20140122,LEGACY
110,31,11004196,20140122,LEGACY
110,30,11004196,20140122,LEGACY
110,30,11004196,20140123,LEGACY
110,29,11004196,20140123,LEGACY
110,31,11004196,20140125,LEGACY
110,29,11004196,20140125,LEGACY
110,29,11004196,20140127,LEGACY
110,30,11004196,20140127,LEGACY
110,31,11004196,20140127,LEGACY
110,31,11004196,20140128,LEGACY
110,29,11004196,20140128,LEGACY
110,29,11004196,20140129,LEGACY
110,31,11004196,20140129,LEGACY
110,30,11004196,20140129,LEGACY
110,30,11004196,20140130,LEGACY
110,29,11004196,20140130,LEGACY
110,31,11004196,20140201,LEGACY
110,29,11004196,20140201,LEGACY
110,31,11004196,20140204,LEGACY
110,29,11004196,20140204,LEGACY
110,30,11004196,20140206,LEGACY
110,29,11004196,20140206,LEGACY
110,29,11004196,20140207,LEGACY
110,31,11004196,20140207,LEGACY
110,31,11004196,20140208,LEGACY
110,29,11004196,20140208,LEGACY
110,29,11004196,20140210,LEGACY
110,30,11004196,20140210,LEGACY
110,31,11004196,20140210,LEGACY
110,31,11004196,20140211,LEGACY
110,29,11004196,20140211,LEGACY
110,29,11004196,20140212,LEGACY
110,31,11004196,20140212,LEGACY
110,30,11004196,20140212,LEGACY
110,31,11004196,20140214,LEGACY
110,29,11004196,20140214,LEGACY
110,31,11004196,20140215,LEGACY
110,29,11004196,20140215,LEGACY
110,29,11004196,20140217,LEGACY
110,30,11004196,20140217,LEGACY
110,31,11004196,20140217,LEGACY
110,31,11004196,20140218,LEGACY
110,29,11004196,20140218,LEGACY
110,29,11004196,20140219,LEGACY
110,31,11004196,20140219,LEGACY
110,30,11004196,20140219,LEGACY
110,30,11004196,20140220,LEGACY
110,29,11004196,20140220,LEGACY
110,29,11004196,20140221,LEGACY
110,31,11004196,20140221,LEGACY
110,31,11004196,20140222,LEGACY
110,29,11004196,20140222,LEGACY
110,29,11004196,20140224,LEGACY
110,30,11004196,20140224,LEGACY
110,31,11004196,20140224,LEGACY
110,31,11004196,20140225,LEGACY
110,29,11004196,20140225,LEGACY
110,29,11004196,20140226,LEGACY
110,31,11004196,20140226,LEGACY
110,30,11004196,20140226,LEGACY
110,29,11004299,20131116,LEGACY
110,29,11004299,20131123,LEGACY
110,29,11004299,20131127,LEGACY
110,29,11004299,20131207,LEGACY
110,29,11004299,20131213,LEGACY
110,29,11004299,20131220,LEGACY
110,29,11004299,20131221,LEGACY
110,29,11004299,20131228,LEGACY
110,29,11004299,20140104,LEGACY
110,29,11004299,20140110,LEGACY
110,29,11004299,20140117,LEGACY
110,29,11004299,20140118,LEGACY
110,29,11004299,20140124,LEGACY
110,29,11004299,20140131,LEGACY
110,29,11004299,20140215,LEGACY
110,29,11004299,20140222,LEGACY
110,29,11004463,20131127,LEGACY
110,29,11004463,20131130,LEGACY
110,29,11004463,20131216,LEGACY
110,29,11004463,20131220,LEGACY
110,29,11004463,20131223,LEGACY
110,29,11004463,20131227,LEGACY
110,29,11004463,20131230,LEGACY
110,29,11004463,20140104,LEGACY
110,29,11004463,20140106,LEGACY
110,29,11004463,20140108,LEGACY
110,29,11004463,20140111,LEGACY
110,29,11004463,20140113,LEGACY
110,29,11004463,20140115,LEGACY
110,29,11004463,20140118,LEGACY
110,29,11004463,20140120,LEGACY
110,29,11004463,20140122,LEGACY
110,29,11004463,20140125,LEGACY
110,29,11004463,20140127,LEGACY
110,31,11004523,20131120,LEGACY
110,31,11004523,20131211,LEGACY
110,30,11004547,20131205,LEGACY
110,30,11004714,20131102,LEGACY
110,29,11004714,20131102,LEGACY
110,29,11004714,20131105,LEGACY
110,30,11004714,20131105,LEGACY
110,30,11004714,20131106,LEGACY
110,29,11004714,20131106,LEGACY
110,29,11004714,20131111,LEGACY
110,30,11004714,20131115,LEGACY
110,31,11004714,20131115,LEGACY
110,31,11004714,20131116,LEGACY
110,30,11004714,20131116,LEGACY
110,30,11004714,20131120,LEGACY
110,29,11004714,20131120,LEGACY
110,30,11004714,20131121,LEGACY
110,30,11004714,20131123,LEGACY
110,29,11004714,20131126,LEGACY
110,30,11004714,20131126,LEGACY
110,29,11004714,20131127,LEGACY
110,29,11004714,20131129,LEGACY
110,30,11004714,20131129,LEGACY
110,31,11004714,20131130,LEGACY
110,30,11004714,20131130,LEGACY
110,29,11004714,20131203,LEGACY
110,30,11004714,20131203,LEGACY
110,31,11004714,20131204,LEGACY
110,30,11004714,20131204,LEGACY
110,29,11004714,20131204,LEGACY
110,30,11004714,20131205,LEGACY
110,29,11004714,20131205,LEGACY
110,30,11004714,20131206,LEGACY
110,31,11004714,20131206,LEGACY
110,29,11004714,20131210,LEGACY
110,30,11004714,20131210,LEGACY
110,30,11004714,20131211,LEGACY
110,29,11004714,20131211,LEGACY
110,30,11004714,20131212,LEGACY
110,29,11004714,20131212,LEGACY
110,30,11004714,20131218,LEGACY
110,29,11004714,20131218,LEGACY
110,30,11004714,20131220,LEGACY
110,31,11004714,20131220,LEGACY
110,29,11004714,20131221,LEGACY
110,30,11004714,20131227,LEGACY
110,31,11004714,20131227,LEGACY
110,31,11004714,20131228,LEGACY
110,30,11004714,20131228,LEGACY
110,30,11004714,20140103,LEGACY
110,31,11004714,20140103,LEGACY
110,31,11004714,20140104,LEGACY
110,30,11004714,20140104,LEGACY
110,29,11004714,20140107,LEGACY
110,30,11004714,20140107,LEGACY
110,30,11004714,20140108,LEGACY
110,29,11004714,20140108,LEGACY
110,30,11004714,20140110,LEGACY
110,31,11004714,20140110,LEGACY
110,31,11004714,20140111,LEGACY
110,30,11004714,20140111,LEGACY
110,29,11004714,20140111,LEGACY
110,29,11004714,20140114,LEGACY
110,30,11004714,20140114,LEGACY
110,30,11004714,20140115,LEGACY
110,29,11004714,20140115,LEGACY
110,30,11004714,20140117,LEGACY
110,31,11004714,20140117,LEGACY
110,29,11004714,20140120,LEGACY
110,30,11004714,20140124,LEGACY
110,31,11004714,20140124,LEGACY
110,31,11004714,20140125,LEGACY
110,30,11004714,20140125,LEGACY
110,29,11004714,20140128,LEGACY
110,30,11004714,20140128,LEGACY
110,30,11004714,20140129,LEGACY
110,29,11004714,20140129,LEGACY
110,30,11004714,20140131,LEGACY
110,31,11004714,20140131,LEGACY
110,29,11004714,20140204,LEGACY
110,30,11004714,20140204,LEGACY
110,30,11004714,20140205,LEGACY
110,29,11004714,20140205,LEGACY
110,30,11004714,20140207,LEGACY
110,31,11004714,20140207,LEGACY
110,29,11004714,20140208,LEGACY
110,29,11004714,20140211,LEGACY
110,30,11004714,20140211,LEGACY
110,30,11004714,20140212,LEGACY
110,29,11004714,20140212,LEGACY
110,29,11004714,20140225,LEGACY
110,30,11004714,20140225,LEGACY
110,30,11004714,20140226,LEGACY
110,29,11004714,20140226,LEGACY
110,29,11004800,20131105,LEGACY
110,29,11004800,20131216,LEGACY
110,29,11004800,20140122,LEGACY
110,29,11004877,20131106,LEGACY
110,29,11004877,20131125,LEGACY
110,29,11004877,20131209,LEGACY
110,29,11004877,20131216,LEGACY
110,29,11004877,20131218,LEGACY
110,29,11004877,20131230,LEGACY
110,29,11004877,20140106,LEGACY
110,29,11004877,20140122,LEGACY
110,29,11004877,20140127,LEGACY
110,29,11004877,20140210,LEGACY
110,29,11004877,20140212,LEGACY
110,29,11004877,20140224,LEGACY
110,29,11004877,20140226,LEGACY
110,31,11004883,20131101,LEGACY
110,29,11004883,20131106,LEGACY
110,29,11004883,20131107,LEGACY
110,29,11004883,20131120,LEGACY
110,30,11004883,20131202,LEGACY
110,30,11004883,20131209,LEGACY
110,29,11004883,20140115,LEGACY
110,29,11004916,20131104,LEGACY
110,31,11004916,20131105,LEGACY
110,29,11004916,20131105,LEGACY
110,29,11004916,20131106,LEGACY
110,29,11004916,20131111,LEGACY
110,29,11004916,20131111,LEGACY
110,30,11004916,20131111,LEGACY
110,29,11004916,20131115,LEGACY
110,31,11004916,20131115,LEGACY
110,31,11004916,20131116,LEGACY
110,29,11004916,20131116,LEGACY
110,31,11004916,20131120,LEGACY
110,30,11004916,20131120,LEGACY
110,30,11004916,20131121,LEGACY
110,29,11004916,20131121,LEGACY
110,31,11004916,20131123,LEGACY
110,29,11004916,20131123,LEGACY
110,29,11004916,20131125,LEGACY
110,29,11004916,20131126,LEGACY
