payment_id,contract_id,amount,date_realized
11004714161006,1100471416,   40.00,20131201
11004714161006,1100471416,   40.00,20140101
11004714161006,1100471416,   40.00,20140201
11004714161006,1100471416,   40.00,20140301
11004714161006,1100471416,   40.00,20140401
11004714161006,1100471416,   40.00,20140501
11004916271001,1100491627,   24.00,20121201
11004916271001,1100491627,   24.00,20130101
11004916271001,1100491627,   24.00,20130201
11004916271001,1100491627,   24.00,20130301
11004916271001,1100491627,   24.00,20130401
11004916271001,1100491627,   24.00,20130501
11004916271001,1100491627,   24.00,20130601
11004916271001,1100491627,   24.00,20130701
11004916271001,1100491627,   24.00,20130801
11004916271001,1100491627,   24.00,20130901
11004916271001,1100491627,   24.00,20131001
11004916271001,1100491627,   24.00,20131101
11004916271001,1100491627,   24.00,20131201
11004916271001,1100491627,   24.00,20140101
11004916271001,1100491627,   24.00,20140201
11004916271001,1100491627,   24.00,20140301
11004916271001,1100491627,   24.00,20140401
11004916271001,1100491627,   24.00,20140501
11004916271002,1100491627,   28.00,20130101
11004916271002,1100491627,   28.00,20130201
11004916271002,1100491627,   28.00,20130301
11004916271002,1100491627,   28.00,20130401
11004916271002,1100491627,   28.00,20130501
11004916271002,1100491627,   28.00,20130601
11004916271002,1100491627,   28.00,20130701
11004916271002,1100491627,   28.00,20130801
11004916271002,1100491627,   28.00,20130901
11004916271002,1100491627,   28.00,20131001
11004916271002,1100491627,   28.00,20131101
11004916271002,1100491627,   28.00,20131201
11004916271002,1100491627,   28.00,20140101
11004916271002,1100491627,   28.00,20140201
11004916271002,1100491627,   28.00,20140301
11004916271002,1100491627,   28.00,20140401
11004916271002,1100491627,   28.00,20140501
11004916271006,1100491627,   32.00,20130201
11004916271006,1100491627,   32.00,20130301
11004916271006,1100491627,   32.00,20130401
11004916271006,1100491627,   32.00,20130501
11004916271006,1100491627,   32.00,20130601
11004916271006,1100491627,   32.00,20130701
11004916271006,1100491627,   32.00,20130801
11004916271006,1100491627,   32.00,20130901
11004916271006,1100491627,   32.00,20131001
11004916271006,1100491627,   32.00,20131101
11004916271006,1100491627,   32.00,20131201
11004916271006,1100491627,   32.00,20140101
11004916271006,1100491627,   32.00,20140201
11004916271006,1100491627,   32.00,20140301
11004916271006,1100491627,   32.00,20140401
11004916271006,1100491627,   32.00,20140501
11005456291001,1100545629,  145.00,20121101
11005456291001,1100545629,  145.00,20121201
11005456291001,1100545629,  145.00,20130101
11005456291001,1100545629,  145.00,20130201
11005456291001,1100545629,  145.00,20130301
11005456291001,1100545629,  145.00,20130401
11005456291001,1100545629,  145.00,20130501
11005456291001,1100545629,  145.00,20130601
11005456291001,1100545629,  145.00,20130701
11005456291001,1100545629,  145.00,20130801
11005456291001,1100545629,  145.00,20130901
11005456291001,1100545629,  145.00,20131001
11005456291001,1100545629,  145.00,20131101
11005456291001,1100545629,  145.00,20131201
11005456291001,1100545629,  145.00,20140101
11005456291001,1100545629,  145.00,20140201
11005456291001,1100545629,  145.00,20140301
11005456291001,1100545629,    8.00,20140401
11005500261001,1100550026,  106.00,20140101
11005500261001,1100550026,  106.00,20140201
11005500261001,1100550026,  106.00,20140301
11005500261001,1100550026,  106.00,20140401
11005500261001,1100550026,  106.00,20140501
11005500261001,1100550026,  106.00,20140601
11005500261001,1100550026,  106.00,20140701
11005500261001,1100550026,  106.00,20140801
11005500261001,1100550026,  108.00,20140901
11005500261101,1100550026,  120.00,20140201
11005500261101,1100550026,  120.00,20140301
11005500261101,1100550026,  120.00,20140401
11005500261101,1100550026,  120.00,20140501
11005500261101,1100550026,  120.00,20140601
11005500261101,1100550026,  120.00,20140701
11005500261101,1100550026,  120.00,20140801
11005500261101,1100550026,  116.00,20140901
11005539291001,1100553929,   31.00,20130101
11005539291001,1100553929,   31.00,20130201
11005539291001,1100553929,   31.00,20130301
11005539291001,1100553929,   31.00,20130401
11005539291001,1100553929,   31.00,20130501
11005539291001,1100553929,   31.00,20130601
11005539291001,1100553929,   31.00,20130701
11005539291001,1100553929,   31.00,20130801
11005539291001,1100553929,   31.00,20130901
11005539291001,1100553929,   31.00,20131001
11005539291001,1100553929,   31.00,20131101
11005539291001,1100553929,   31.00,20131201
11005539291001,1100553929,   31.00,20140101
11005539291001,1100553929,   31.00,20140201
11005539291001,1100553929,   31.00,20140301
11005539291001,1100553929,   31.00,20140401
11005539291001,1100553929,   31.00,20140501
11005539291001,1100553929,   31.00,20140601
11005539291001,1100553929,   31.00,20140701
11005539291001,1100553929,   31.00,20140801
11005539291001,1100553929,   31.00,20140901
11005539291001,1100553929,   31.00,20141001
11005539291001,1100553929,   31.00,20141101
11005539291001,1100553929,   31.00,20141201
11005570221001,1100557022,  121.00,20121101
11005570221001,1100557022,  121.00,20121201
11005570221001,1100557022,  121.00,20130101
11005570221001,1100557022,  121.00,20130201
11005570221001,1100557022,  121.00,20130301
11005570221001,1100557022,  121.00,20130401
11005570221001,1100557022,  121.00,20130501
11005570221001,1100557022,  121.00,20130601
11005570221001,1100557022,  121.00,20130701
11005570221001,1100557022,  121.00,20130801
11005570221001,1100557022,  121.00,20130901
11005570221001,1100557022,  121.00,20131001
11005570221001,1100557022,  121.00,20131101
11005570221001,1100557022,  121.00,20131201
11005570221001,1100557022,  121.00,20140101
11005570221001,1100557022,  121.00,20140201
11005570221001,1100557022,  120.00,20140301
11005793241001,1100579324,   31.00,20130101
11005793241001,1100579324,   31.00,20130201
11005793241001,1100579324,   31.00,20130301
11005793241001,1100579324,   31.00,20130401
11005793241001,1100579324,   31.00,20130501
11005793241001,1100579324,   31.00,20130601
11005793241001,1100579324,   31.00,20130701
11005793241001,1100579324,   31.00,20130801
11005793241001,1100579324,   31.00,20130901
11005793241001,1100579324,   31.00,20131001
11005793241001,1100579324,   31.00,20131101
11005793241001,1100579324,   31.00,20131201
11005793241001,1100579324,   31.00,20140101
11005793241001,1100579324,   31.00,20140201
11005793241001,1100579324,   31.00,20140301
11005793241001,1100579324,   31.00,20140401
11005793241001,1100579324,   31.00,20140501
11005793241001,1100579324,   31.00,20140601
11005793241001,1100579324,   31.00,20140701
11005793241001,1100579324,   31.00,20140801
11005793241001,1100579324,   31.00,20140901
11005793241001,1100579324,   31.00,20141001
11005793241001,1100579324,   31.00,20141101
11005793241001,1100579324,   31.00,20141201
11005793241002,1100579324,   35.00,20130201
11005793241002,1100579324,   35.00,20130301
11005793241002,1100579324,   35.00,20130401
11005793241002,1100579324,   35.00,20130501
11005793241002,1100579324,   35.00,20130601
11005793241002,1100579324,   35.00,20130701
11005793241002,1100579324,   35.00,20130801
11005793241002,1100579324,   35.00,20130901
11005793241002,1100579324,   35.00,20131001
11005793241002,1100579324,   35.00,20131101
11005793241002,1100579324,   35.00,20131201
11005793241002,1100579324,   35.00,20140101
11005793241002,1100579324,   35.00,20140201
11005793241002,1100579324,   35.00,20140301
11005793241002,1100579324,   35.00,20140401
11005793241002,1100579324,   35.00,20140501
11005793241002,1100579324,   35.00,20140601
11005793241002,1100579324,   35.00,20140701
11005793241002,1100579324,   35.00,20140801
11005793241002,1100579324,   35.00,20140901
11005793241002,1100579324,   35.00,20141001
11005793241002,1100579324,   35.00,20141101
11005793241002,1100579324,   35.00,20141201
11005793241005,1100579324,   40.00,20130301
11005793241005,1100579324,   40.00,20130401
11005793241005,1100579324,   40.00,20130501
11005793241005,1100579324,   40.00,20130601
11005793241005,1100579324,   40.00,20130701
11005793241005,1100579324,   40.00,20130801
11005793241005,1100579324,   40.00,20130901
11005793241005,1100579324,   40.00,20131001
11005793241005,1100579324,   40.00,20131101
11005793241005,1100579324,   40.00,20131201
11005793241005,1100579324,   40.00,20140101
11005793241005,1100579324,   40.00,20140201
11005793241005,1100579324,   40.00,20140301
11005793241005,1100579324,   40.00,20140401
11005793241005,1100579324,   40.00,20140501
11005793241005,1100579324,   40.00,20140601
11005793241005,1100579324,   40.00,20140701
11005793241005,1100579324,   40.00,20140801
11005793241005,1100579324,   40.00,20140901
11005793241005,1100579324,   40.00,20141001
11005793241005,1100579324,   40.00,20141101
11005793241005,1100579324,   40.00,20141201
11005795261101,1100579526,  229.00,20131001
11005795261101,1100579526,   20.00,20131101
11005795261201,1100579526,  229.00,20131201
11005795261201,1100579526,   40.00,20140101
11005795261301,1100579526,  189.00,20140101
11005795261301,1100579526,  229.00,20140201
11005795261301,1100579526,   60.00,20140301
11005795261401,1100579526,  169.00,20140301
11005795261401,1100579526,  229.00,20140401
11005795261401,1100579526,   80.00,20140501
11005795261501,1100579526,  149.00,20140501
11005795261501,1100579526,  229.00,20140601
11005795261501,1100579526,  100.00,20140701
11005836241101,1100583624,  191.00,20140301
11005836241101,1100583624,   16.00,20140401
11005843211001,1100584321,   56.00,20130601
11005843211001,1100584321,   56.00,20130701
11005843211001,1100584321,   56.00,20130801
11005843211001,1100584321,   56.00,20130901
11005843211001,1100584321,   56.00,20131001
11005843211001,1100584321,   56.00,20131101
11005843211001,1100584321,   56.00,20131201
11005843211001,1100584321,   56.00,20140101
11005843211001,1100584321,   56.00,20140201
11005843211001,1100584321,  -56.00,20140201
11005843211001,1100584321,  -56.00,20140101
11005843211001,1100584321,  -56.00,20131201
11005843211001,1100584321,  -56.00,20131101
11005843211001,1100584321,  -56.00,20131001
11005843211001,1100584321,  -56.00,20130901
11005843211001,1100584321,  -56.00,20130801
11005843211001,1100584321,  -56.00,20130701
11005843211001,1100584321,  -56.00,20130601
11005843211003,1100584321,   56.00,20130601
11005843211003,1100584321,   56.00,20130701
11005843211003,1100584321,   56.00,20130801
11005843211003,1100584321,   56.00,20130901
11005843211003,1100584321,   56.00,20131001
11005843211003,1100584321,   56.00,20131101
11005843211003,1100584321,   56.00,20131201
11005843211003,1100584321,   56.00,20140101
11005843211003,1100584321,   56.00,20140201
11005843211101,1100584321,   63.00,20130701
11005843211101,1100584321,   63.00,20130801
11005843211101,1100584321,   63.00,20130901
11005843211101,1100584321,   63.00,20131001
11005843211101,1100584321,   63.00,20131101
11005843211101,1100584321,   63.00,20131201
11005843211101,1100584321,   63.00,20140101
11005843211101,1100584321,   63.00,20140201
11005843211201,1100584321,   72.00,20130801
11005843211201,1100584321,   72.00,20130901
11005843211201,1100584321,   72.00,20131001
11005843211201,1100584321,   72.00,20131101
11005843211201,1100584321,   72.00,20131201
11005843211201,1100584321,   72.00,20140101
11005843211201,1100584321,   72.00,20140201
11005844251001,1100584425,   45.00,20130601
11005844251001,1100584425,   45.00,20130701
11005844251001,1100584425,   45.00,20130801
11005844251001,1100584425,   45.00,20130901
11005844251001,1100584425,   45.00,20131001
11005844251001,1100584425,   45.00,20131101
11005844251001,1100584425,   45.00,20131201
11005844251001,1100584425,   45.00,20140101
11005844251001,1100584425,   45.00,20140201
11005844251001,1100584425,  -45.00,20140201
11005844251001,1100584425,  -45.00,20140101
11005844251001,1100584425,  -45.00,20131201
11005844251001,1100584425,  -45.00,20131101
11005844251001,1100584425,  -45.00,20131001
11005844251001,1100584425,  -45.00,20130901
11005844251001,1100584425,  -45.00,20130801
11005844251001,1100584425,  -45.00,20130701
11005844251001,1100584425,  -45.00,20130601
11005844251003,1100584425,   45.33,20130601
11005844251003,1100584425,   45.33,20130701
11005844251003,1100584425,   45.33,20130801
11005844251003,1100584425,   45.33,20130901
11005844251003,1100584425,   45.33,20131001
11005844251003,1100584425,   45.33,20131101
11005844251003,1100584425,   45.33,20131201
11005844251003,1100584425,   45.33,20140101
11005844251003,1100584425,   45.36,20140201
11005844251101,1100584425,   54.00,20130701
11005844251101,1100584425,   54.00,20130801
11005844251101,1100584425,   54.00,20130901
11005844251101,1100584425,   54.00,20131001
11005844251101,1100584425,   54.00,20131101
11005844251101,1100584425,   54.00,20131201
11005844251101,1100584425,   54.00,20140101
11005844251101,1100584425,   54.00,20140201
11005844251201,1100584425,   62.00,20130801
11005844251201,1100584425,   62.00,20130901
11005844251201,1100584425,   62.00,20131001
11005844251201,1100584425,   62.00,20131101
11005844251201,1100584425,   62.00,20131201
11005844251201,1100584425,   62.00,20140101
11005844251201,1100584425,   60.00,20140201
11005850211001,1100585021,   57.00,20130701
11005850211001,1100585021,   57.00,20130801
11005850211001,1100585021,   57.00,20130901
11005850211001,1100585021,   57.00,20131001
11005850211001,1100585021,   57.00,20131101
11005850211001,1100585021,   57.00,20131201
11005850211001,1100585021,   57.00,20140101
11005850211001,1100585021,   57.00,20140201
11005850211001,1100585021,   53.00,20140301
11005850211001,1100585021,  -53.00,20140301
11005850211001,1100585021,  -57.00,20140201
11005850211001,1100585021,  -57.00,20140101
11005850211001,1100585021,  -57.00,20131201
11005850211001,1100585021,  -57.00,20131101
11005850211001,1100585021,  -57.00,20131001
11005850211001,1100585021,  -57.00,20130901
11005850211001,1100585021,  -57.00,20130801
11005850211004,1100585021,  191.00,20130801
11005850211004,1100585021,  191.00,20130901
11005850211004,1100585021,  191.00,20131001
11005850211004,1100585021,  191.00,20131101
11005850211004,1100585021,  191.00,20131201
11005850211004,1100585021,  191.00,20140101
11005850211004,1100585021,  191.00,20140201
11005850211004,1100585021,  191.00,20140301
11005867221001,1100586722,   88.00,20121101
11005867221001,1100586722,   88.00,20121201
11005867221001,1100586722,   88.00,20130101
11005867221001,1100586722,   88.00,20130201
11005867221001,1100586722,   88.00,20130301
11005867221001,1100586722,   88.00,20130401
11005867221001,1100586722,   88.00,20130501
11005867221001,1100586722,   88.00,20130601
11005867221001,1100586722,   88.00,20130701
11005867221001,1100586722,   88.00,20130801
11005867221001,1100586722,   88.00,20130901
11005867221001,1100586722,   88.00,20131001
11005867221001,1100586722,   88.00,20131101
11005867221001,1100586722,   88.00,20131201
11005867221001,1100586722,   88.00,20140101
11005867221001,1100586722,   74.00,20140201
11005868221001,1100586822,   88.00,20121101
11005868221001,1100586822,   88.00,20121201
11005868221001,1100586822,   88.00,20130101
11005868221001,1100586822,   88.00,20130201
11005868221001,1100586822,   88.00,20130301
11005868221001,1100586822,   88.00,20130401
11005868221001,1100586822,   88.00,20130501
11005868221001,1100586822,   88.00,20130601
11005868221001,1100586822,   88.00,20130701
11005868221001,1100586822,   88.00,20130801
11005868221001,1100586822,   88.00,20130901
11005868221001,1100586822,   88.00,20131001
11005868221001,1100586822,   88.00,20131101
11005868221001,1100586822,   88.00,20131201
11005868221001,1100586822,   88.00,20140101
11005868221001,1100586822,   88.00,20140201
11005868221001,1100586822,   88.00,20140301
11005868221001,1100586822,    8.00,20140401
11005893231001,1100589323,   45.00,20130101
11005893231001,1100589323,   45.00,20130201
11005893231001,1100589323,   45.00,20130301
11005893231001,1100589323,   45.00,20130401
11005893231001,1100589323,   45.00,20130501
11005893231001,1100589323,   45.00,20130601
11005893231001,1100589323,   45.00,20130701
11005893231001,1100589323,   45.00,20130801
11005893231001,1100589323,   45.00,20130901
11005893231001,1100589323,   45.00,20131001
11005893231001,1100589323,   45.00,20131101
11005893231001,1100589323,   45.00,20131201
11005893231001,1100589323,   45.00,20140101
11005893231001,1100589323,   45.00,20140201
11005893231001,1100589323,   45.00,20140301
11005893231001,1100589323,   45.00,20140401
11005893231001,1100589323,   45.00,20140501
11005893231001,1100589323,   45.00,20140601
11005893231001,1100589323,   45.00,20140701
11005893231001,1100589323,   45.00,20140801
11005893231001,1100589323,   45.00,20140901
11005893231001,1100589323,   45.00,20141001
11005893231001,1100589323,   45.00,20141101
11005893231001,1100589323,   45.00,20141201
11005936231001,1100593623,  137.00,20121001
11005936231001,1100593623,  137.00,20121101
11005936231001,1100593623,  137.00,20121201
11005936231001,1100593623,  137.00,20130101
11005936231001,1100593623,  137.00,20130201
11005936231001,1100593623,  137.00,20130301
11005936231001,1100593623,  137.00,20130401
11005936231001,1100593623,  137.00,20130501
11005936231001,1100593623,  137.00,20130601
11005936231001,1100593623,  137.00,20130701
11005936231001,1100593623,  137.00,20130801
11005936231001,1100593623,  137.00,20130901
11005936231001,1100593623,  137.00,20131001
11005936231001,1100593623,  137.00,20131101
11005936231001,1100593623,  137.00,20131201
11005936231001,1100593623,  137.00,20140101
11005936231001,1100593623,  137.00,20140201
11005936231001,1100593623,   29.80,20140301
11005943241001,1100594324,   46.00,20130101
11005943241001,1100594324,   46.00,20130201
11005943241001,1100594324,   46.00,20130301
11005943241001,1100594324,   46.00,20130401
11005943241001,1100594324,   46.00,20130501
11005943241001,1100594324,   46.00,20130601
11005943241001,1100594324,   46.00,20130701
11005943241001,1100594324,   46.00,20130801
11005943241001,1100594324,   46.00,20130901
11005943241001,1100594324,   46.00,20131001
11005943241002,1100594324,   55.00,20130201
11005943241002,1100594324,   55.00,20130301
11005943241002,1100594324,   55.00,20130401
11005943241002,1100594324,   55.00,20130501
11005943241002,1100594324,   55.00,20130601
11005943241002,1100594324,   55.00,20130701
11005943241002,1100594324,   55.00,20130801
11005943241002,1100594324,   55.00,20130901
11005943241002,1100594324,   55.00,20131001
11005943241006,1100594324,   66.00,20130301
11005943241006,1100594324,   66.00,20130401
11005943241006,1100594324,   66.00,20130501
11005943241006,1100594324,   66.00,20130601
11005943241006,1100594324,   66.00,20130701
11005943241006,1100594324,   66.00,20130801
11005943241006,1100594324,   66.00,20130901
11005943241006,1100594324,   66.00,20131001
11005983251001,1100598325,  120.00,20121001
11005983251001,1100598325,  120.00,20121101
11005983251001,1100598325,  120.00,20121201
11005983251001,1100598325,  120.00,20130101
11005983251001,1100598325,  120.00,20130201
11005983251001,1100598325,  120.00,20130301
11005983251001,1100598325,  120.00,20130401
11005983251001,1100598325,  120.00,20130501
11005983251001,1100598325,  120.00,20130601
11005983251001,1100598325,  120.00,20130701
11005983251001,1100598325,  120.00,20130801
11005983251001,1100598325,  120.00,20130901
11005983251001,1100598325,  120.00,20131001
11005983251001,1100598325,  120.00,20131101
11005983251001,1100598325,  120.00,20131201
11005983251001,1100598325,  120.00,20140101
11005983251001,1100598325,  120.00,20140201
11005983251001,1100598325,   76.20,20140301
11006060151001,1100606015,   34.00,20121101
11006060151001,1100606015,   34.00,20121201
11006060151001,1100606015,   34.00,20130101
11006060151001,1100606015,   34.00,20130201
11006060151001,1100606015,   34.00,20130301
11006060151001,1100606015,   34.00,20130401
11006060151001,1100606015,   34.00,20130501
11006060151001,1100606015,   34.00,20130601
11006060151001,1100606015,   34.00,20130701
11006060151001,1100606015,   34.00,20130801
11006060151001,1100606015,   34.00,20130901
11006060151001,1100606015,   34.00,20131001
11006060151001,1100606015,   34.00,20131101
11006060151001,1100606015,   34.00,20131201
11006060151001,1100606015,   34.00,20140101
11006060151001,1100606015,   34.00,20140201
11006060151001,1100606015,   34.00,20140301
11006060151001,1100606015,   34.00,20140401
11006060151001,1100606015,   34.00,20140501
11006060151001,1100606015,   34.00,20140601
11006060151001,1100606015,   34.00,20140701
11006060151001,1100606015,   34.00,20140801
11006060151001,1100606015,   34.00,20140901
11006060151001,1100606015,   34.00,20141001
11006060151002,1100606015,   38.00,20121201
11006060151002,1100606015,   38.00,20130101
11006060151002,1100606015,   38.00,20130201
11006060151002,1100606015,   38.00,20130301
11006060151002,1100606015,   38.00,20130401
11006060151002,1100606015,   38.00,20130501
11006060151002,1100606015,   38.00,20130601
11006060151002,1100606015,   38.00,20130701
11006060151002,1100606015,   38.00,20130801
11006060151002,1100606015,   38.00,20130901
11006060151002,1100606015,   38.00,20131001
11006060151002,1100606015,   38.00,20131101
11006060151002,1100606015,   38.00,20131201
11006060151002,1100606015,   38.00,20140101
11006060151002,1100606015,   38.00,20140201
11006060151002,1100606015,   38.00,20140301
11006060151002,1100606015,   38.00,20140401
11006060151002,1100606015,   38.00,20140501
11006060151002,1100606015,   38.00,20140601
11006060151002,1100606015,   38.00,20140701
11006060151002,1100606015,   38.00,20140801
11006060151002,1100606015,   38.00,20140901
11006060151002,1100606015,   38.00,20141001
11006070151001,1100607015,  177.00,20130801
11006070151001,1100607015,  177.00,20130901
11006070151001,1100607015,  177.00,20131001
11006070151001,1100607015,  177.00,20131101
11006070151001,1100607015,  177.00,20131201
11006070151001,1100607015,  177.00,20140101
11006070151001,1100607015,  177.00,20140201
11006070151001,1100607015,  177.00,20140301
11006070151001,1100607015,  176.00,20140401
11006107211001,1100610721,  122.00,20130101
11006107211001,1100610721,  122.00,20130201
11006107211001,1100610721,  122.00,20130301
11006107211001,1100610721,  122.00,20130401
11006107211001,1100610721,  122.00,20130501
11006107211001,1100610721,  122.00,20130601
11006107211001,1100610721,  122.00,20130701
11006107211001,1100610721,  122.00,20130801
11006107211001,1100610721,  122.00,20130901
11006135221001,1100613522,   85.00,20140101
11006135221001,1100613522,   85.00,20140201
11006135221001,1100613522,   85.00,20140301
11006135221001,1100613522,   85.00,20140401
11006135221001,1100613522,   85.00,20140501
11006135221001,1100613522,   85.00,20140601
11006135221001,1100613522,   85.00,20140701
11006135221001,1100613522,   85.00,20140801
11006135221001,1100613522,   84.00,20140901
11006135221101,1100613522,   96.00,20140201
11006135221101,1100613522,   96.00,20140301
11006135221101,1100613522,   96.00,20140401
11006135221101,1100613522,   96.00,20140501
11006135221101,1100613522,   96.00,20140601
11006135221101,1100613522,   96.00,20140701
11006135221101,1100613522,   96.00,20140801
11006135221101,1100613522,   92.00,20140901
11006180161001,1100618016,   51.00,20130101
11006180161001,1100618016,   51.00,20130201
11006180161001,1100618016,   51.00,20130301
11006180161001,1100618016,   51.00,20130401
11006180161001,1100618016,   51.00,20130501
11006180161001,1100618016,   51.00,20130601
11006180161001,1100618016,   51.00,20130701
11006180161001,1100618016,   51.00,20130801
11006180161001,1100618016,   51.00,20130901
11006180161001,1100618016,   51.00,20131001
11006180161001,1100618016,   51.00,20131101
11006180161001,1100618016,   51.00,20131201
11006180161001,1100618016,   51.00,20140101
11006180161001,1100618016,   51.00,20140201
11006180161001,1100618016,   51.00,20140301
11006180161001,1100618016,   51.00,20140401
11006180161001,1100618016,   51.00,20140501
11006180161001,1100618016,   51.00,20140601
11006180161001,1100618016,   51.00,20140701
11006180161001,1100618016,   51.00,20140801
11006180161001,1100618016,   51.00,20140901
11006180161001,1100618016,   51.00,20141001
11006180161001,1100618016,   51.00,20141101
11006180161001,1100618016,   51.00,20141201
11006180161002,1100618016,   58.00,20130201
11006180161002,1100618016,   58.00,20130301
11006180161002,1100618016,   58.00,20130401
11006180161002,1100618016,   58.00,20130501
11006180161002,1100618016,   58.00,20130601
11006180161002,1100618016,   58.00,20130701
11006180161002,1100618016,   58.00,20130801
11006180161002,1100618016,   58.00,20130901
11006180161002,1100618016,   58.00,20131001
11006180161002,1100618016,   58.00,20131101
11006180161002,1100618016,   58.00,20131201
11006180161002,1100618016,   58.00,20140101
11006180161002,1100618016,   58.00,20140201
11006180161002,1100618016,   58.00,20140301
11006180161002,1100618016,   58.00,20140401
11006180161002,1100618016,   58.00,20140501
11006180161002,1100618016,   58.00,20140601
11006180161002,1100618016,   58.00,20140701
11006180161002,1100618016,   58.00,20140801
11006180161002,1100618016,   58.00,20140901
11006180161002,1100618016,   58.00,20141001
11006180161002,1100618016,   58.00,20141101
11006180161002,1100618016,   58.00,20141201
11006180161006,1100618016,   65.00,20130301
11006180161006,1100618016,   65.00,20130401
11006180161006,1100618016,   65.00,20130501
11006180161006,1100618016,   65.00,20130601
11006180161006,1100618016,   65.00,20130701
11006180161006,1100618016,   65.00,20130801
11006180161006,1100618016,   65.00,20130901
11006180161006,1100618016,   65.00,20131001
11006180161006,1100618016,   65.00,20131101
11006180161006,1100618016,   65.00,20131201
11006180161006,1100618016,   65.00,20140101
11006180161006,1100618016,   65.00,20140201
11006180161006,1100618016,   65.00,20140301
11006180161006,1100618016,   65.00,20140401
11006180161006,1100618016,   65.00,20140501
11006180161006,1100618016,   65.00,20140601
11006180161006,1100618016,   65.00,20140701
11006180161006,1100618016,   65.00,20140801
11006180161006,1100618016,   65.00,20140901
11006180161006,1100618016,   65.00,20141001
11006180161006,1100618016,   65.00,20141101
11006180161006,1100618016,   65.00,20141201
11006199261001,1100619926,   63.00,20131201
11006199261001,1100619926,   63.00,20140101
11006199261001,1100619926,   63.00,20140201
11006199261001,1100619926,   63.00,20140301
11006199261001,1100619926,   63.00,20140401
11006199261001,1100619926,   63.00,20140501
11006199261001,1100619926,   63.00,20140601
11006199261001,1100619926,   63.00,20140701
11006199261001,1100619926,   63.00,20140801
